tweet,tweet_clean,label
"direktur,eksekutif,rujak,center,urban,studies,elisa,sutanudjaja,pemerintah,jaring,pengaman,mencegah,masyarakat,terusir,rumah,sewa,kontrakan,pandemi,covid","direktur,eksekutif,rujak,center,urban,studies,elisa,sutanudjaja,pemerintah,jaring,pengaman,mencegah,masyarakat,terusir,rumah,sewa,kontrakan,pandemi,covid",negative
"webinar,vol,disaksikan,via,youtube,live,streaming,peran,pemerintah,hak,buruh,akibat,pandemi,covid","webinar,vol,disaksikan,via,youtube,live,streaming,peran,pemerintah,hak,buruh,akibat,pandemi,covid",positive
"dengar,mantan,pasien,sembuh,data,pemerintah,bocor,kemarin,positiv,covid,know,keluarganya,diskriminasi,tetangga,nya,merusak,mental,kejiwaan,pemerintah,bikin,fi,web,nya,titik,penyebran","dengar,mantan,pasien,sembuh,data,pemerintah,bocor,kemarin,positiv,covid,know,keluarganya,diskriminasi,tetangga,nya,merusak,mental,kejiwaan,pemerintah,bikin,fi,web,nya,titik,penyebran",negative
"bosan,rumah,ayo,lihat,adu,jangkrik,pemerintah,pusat,pemerintah,daerah,haha,biar,mati,penyakit,covid,nya,ribut,covid,nya,haha","bosan,rumah,ayo,lihat,adu,jangkrik,pemerintah,pusat,pemerintah,daerah,haha,biar,mati,penyakit,covid,nya,ribut,covid,nya,haha",positive
"biar,tertular,nularin,yuk,pakai,masker,kain,non,medis,merry,riana,shop,ready,persediaan,harga,terjangkau,dipakai,berkali,kali,pemerintah,mengambil,langkah,terkait,covid","biar,tertular,nularin,yuk,pakai,masker,kain,non,medis,merry,riana,shop,ready,persediaan,harga,terjangkau,dipakai,berkali,kali,pemerintah,mengambil,langkah,terkait,covid",positive
"mardani,alisera,partai,keadilan,sejahtera,top,mengawal,kritisi,pemerintah,khusus,dana,covid,dikawal,rawan,korupsi,kuliti,korupsi,kuliti","mardani,alisera,partai,keadilan,sejahtera,top,mengawal,kritisi,pemerintah,khusus,dana,covid,dikawal,rawan,korupsi,kuliti,korupsi,kuliti",positive
"dicermati,kebijakan,pencetakan,uang,pemerintah,mengatasi,pandemik,covid,kebijakan,diambil,situasi,dunia,extraordinary,penjelasannya","dicermati,kebijakan,pencetakan,uang,pemerintah,mengatasi,pandemik,covid,kebijakan,diambil,situasi,dunia,extraordinary,penjelasannya",positive
"kepolisian,sektor,long,kali,laksanakan,giat,patroli,rutin,himbaun,maklumat,kepala,kepolisian,republik,indonesia,nomor,mak,iii,tanggal,maret,kepatuhan,kebijakan,pemerintah,pandemi,covid,warga,masyarakat,keluarga,kecamatan,long,kali,cegahcovid","kepolisian,sektor,long,kali,laksanakan,giat,patroli,rutin,himbaun,maklumat,kepala,kepolisian,republik,indonesia,nomor,mak,iii,tanggal,maret,kepatuhan,kebijakan,pemerintah,pandemi,covid,warga,masyarakat,keluarga,kecamatan,long,kali,cegahcovid",negative
"assalamualaikum,semangat,rabu,tweepss,mari,ikuti,dukung,aturan,pemerintah,memutus,penyebaran,covid,kehidupan,berjalan,normal,tnipeduli,bersatulawancovid,kickoutcorona,dirumahaja,tidakmudik","assalamualaikum,semangat,rabu,tweepss,mari,ikuti,dukung,aturan,pemerintah,memutus,penyebaran,covid,kehidupan,berjalan,normal,tnipeduli,bersatulawancovid,kickoutcorona,dirumahaja,tidakmudik",positive
"mengurangi,covid,napi,dibebaskan,kejahatan,masyarakat,stres,kemarin,kemarin,pemerintah,pikir,lock,lembaga,pemasyarakatanorang,dilarang,jenguk,area,kantornya,semprot,desinfektan","mengurangi,covid,napi,dibebaskan,kejahatan,masyarakat,stres,kemarin,kemarin,pemerintah,pikir,lock,lembaga,pemasyarakatanorang,dilarang,jenguk,area,kantornya,semprot,desinfektan",negative
"juru,bicara,pemerintah,percepatan,penanganan,covid,achmad,yurianto,penanganan,virus,corona,patuh,mengikuti,arahan,pemerintah,kondisi,indonesia,normal,agustus","juru,bicara,pemerintah,percepatan,penanganan,covid,achmad,yurianto,penanganan,virus,corona,patuh,mengikuti,arahan,pemerintah,kondisi,indonesia,normal,agustus",positive
"covid,pertengahan,maret,rajin,banget,pembaruan,numb,ketinggalan,info,perbanyak,antisipasi,donasi,mauemang,berdoa,doakan,pemerintah,waras","covid,pertengahan,maret,rajin,banget,pembaruan,numb,ketinggalan,info,perbanyak,antisipasi,donasi,mauemang,berdoa,doakan,pemerintah,waras",negative
"batasan,etika,hak,asasi,manusia,insyaallah,pemerintah,sebodoh,menyetujui,sistem,sok,menurutku,gment,bussines,best,taking,serious,fucking,covid,taiayam","batasan,etika,hak,asasi,manusia,insyaallah,pemerintah,sebodoh,menyetujui,sistem,sok,menurutku,gment,bussines,best,taking,serious,fucking,covid,taiayam",positive
"alhamdulillah,perkembangan,covid,asean,sepesat,brasil,rusiaiya,pemerintah,pusat,whole,ngeles","alhamdulillah,perkembangan,covid,asean,sepesat,brasil,rusiaiya,pemerintah,pusat,whole,ngeles",positive
"ethical,sih,pemerintah,perusahaan,handphone,bantu,ngelacak,pasien,meninggal,gara,gara,covid,kayak,nge,trace,kontak,etis,bisnis,lihat,poin","ethical,sih,pemerintah,perusahaan,handphone,bantu,ngelacak,pasien,meninggal,gara,gara,covid,kayak,nge,trace,kontak,etis,bisnis,lihat,poin",positive
"ujungnya,ungkapan,jujur,pandemi,covid,smtr,pemerintah,memperkuat,keyakinan,pernyataan,telanjur,dikeluarkan,juni,juli,normal,membahas,pergeseran,libur,lebaran,juli","ujungnya,ungkapan,jujur,pandemi,covid,smtr,pemerintah,memperkuat,keyakinan,pernyataan,telanjur,dikeluarkan,juni,juli,normal,membahas,pergeseran,libur,lebaran,juli",positive
"mean,jerax,advocate,masker,cuci,tangan,jaga,jarak,bedanya,apaaaaaa,anjuran,pemerintah,dokter,banget,jerax,bikin,pernyataan,tertulis,covid,mengerikan,takut","mean,jerax,advocate,masker,cuci,tangan,jaga,jarak,bedanya,apaaaaaa,anjuran,pemerintah,dokter,banget,jerax,bikin,pernyataan,tertulis,covid,mengerikan,takut",negative
"covid,perekonomian,bergerak,normal,aktivitas,masyarakat,normal,kementerian,energi,sumber,daya,mineral,pertamina,turunkan,harga,bahan,bakar,minyak,permintaan,pasar,wajar,pemerintah,penjelasan,bulanan,pembenci","covid,perekonomian,bergerak,normal,aktivitas,masyarakat,normal,kementerian,energi,sumber,daya,mineral,pertamina,turunkan,harga,bahan,bakar,minyak,permintaan,pasar,wajar,pemerintah,penjelasan,bulanan,pembenci",positive
"kebanyakan,msy,indonesia,bergantung,takdir,susah,diatur,sukanya,giliran,kena,covid,menyalahkan,pemerintah,psbb,dilengkapi,sangsi,tilang,nya,biar,top,buktinya,orang,razia,kemana","kebanyakan,msy,indonesia,bergantung,takdir,susah,diatur,sukanya,giliran,kena,covid,menyalahkan,pemerintah,psbb,dilengkapi,sangsi,tilang,nya,biar,top,buktinya,orang,razia,kemana",positive
"altelnatif,optimis,diputuskan,pemerintah,melaksanakan,pilihan,kepala,daerah,serentak,semoga,pandemi,covid,segerah,agenda,nasional,berjalan,normal","altelnatif,optimis,diputuskan,pemerintah,melaksanakan,pilihan,kepala,daerah,serentak,semoga,pandemi,covid,segerah,agenda,nasional,berjalan,normal",positive
"new,post,partai,keadilan,sejahtera,pemerintah,lamban,produksi,hasil,inovasi,covid","new,post,partai,keadilan,sejahtera,pemerintah,lamban,produksi,hasil,inovasi,covid",positive
"dicermati,kebijakan,pencetakan,uang,pemerintah,mengatasi,pandemik,covid,kebijakan,diambil,situasi,dunia,extraordinary","dicermati,kebijakan,pencetakan,uang,pemerintah,mengatasi,pandemik,covid,kebijakan,diambil,situasi,dunia,extraordinary",positive
"kebijakan,pencetakan,uang,pandemi,covid,dicermati,kebijakan,pencetakan,uang,pemerintah,mengatasi,pandemik,covid,kebijakan,diambil,situasi,dunia,extraordinary","kebijakan,pencetakan,uang,pandemi,covid,dicermati,kebijakan,pencetakan,uang,pemerintah,mengatasi,pandemik,covid,kebijakan,diambil,situasi,dunia,extraordinary",positive
"fpks,pemerintah,perjelas,grand,design,penanganan,covid","fpks,pemerintah,perjelas,grand,design,penanganan,covid",positive
"pemerintah,menunggu,covid,selesai,menggerakkan,ekonomi,pemerintah,menggelontorkan,fresh,uang,usaha,mikro,menengah,anggaran,pendapatan,belanja,negara,terkuras","pemerintah,menunggu,covid,selesai,menggerakkan,ekonomi,pemerintah,menggelontorkan,fresh,uang,usaha,mikro,menengah,anggaran,pendapatan,belanja,negara,terkuras",positive
"please,magic,barangkali,tau,info,bantuan,perantau,terdampak,covid,mudik,jabodetabek,bantuan,pemerintah,info,lowongan,pekerjaan,area,yoyakarta","please,magic,barangkali,tau,info,bantuan,perantau,terdampak,covid,mudik,jabodetabek,bantuan,pemerintah,info,lowongan,pekerjaan,area,yoyakarta",positive
"setuju,tulisan,aksi,karitas,tangani,covid,peran,aktif,pemerintah,vital,konsep,solidaritas,diangkat,naif,utopis,solidaritas,masyarakat,modern,pembagian,kerja,berimplikasi,masyarakat,kelas","setuju,tulisan,aksi,karitas,tangani,covid,peran,aktif,pemerintah,vital,konsep,solidaritas,diangkat,naif,utopis,solidaritas,masyarakat,modern,pembagian,kerja,berimplikasi,masyarakat,kelas",positive
"biar,turun,duitnya,membantu,pemerintah,keuntungannya,membantu,terdampak,covid,mental,miskin,bagitu,demo,kayak,hidup,bertuhan,maha,kay,tuhan,sang,maha,kayak","biar,turun,duitnya,membantu,pemerintah,keuntungannya,membantu,terdampak,covid,mental,miskin,bagitu,demo,kayak,hidup,bertuhan,maha,kay,tuhan,sang,maha,kayak",negative
"betuul,hidup,sehat,ikuti,protokol,pencegahan,pemerintah,happy,korban,covid,dinyatakan,sembuh,kambuh,gejala,meninggal,meninggal,urusan,allah,ikhtiar,wajib","betuul,hidup,sehat,ikuti,protokol,pencegahan,pemerintah,happy,korban,covid,dinyatakan,sembuh,kambuh,gejala,meninggal,meninggal,urusan,allah,ikhtiar,wajib",positive
"harga,bahan,bakar,minyak,kompetitif,komaidi,menduga,kondisi,sosial,ekonomi,dunia,domestik,normal,terkait,pandemi,covid,basis,pemerintah,menyesuaikan,harga,bahan,bakar,minyak","harga,bahan,bakar,minyak,kompetitif,komaidi,menduga,kondisi,sosial,ekonomi,dunia,domestik,normal,terkait,pandemi,covid,basis,pemerintah,menyesuaikan,harga,bahan,bakar,minyak",positive
"pemerintah,permudah,akses,rumah,sakit,pacar,pasien,negatif,covid,rumah,sakit,mudah,merawatnya,operasi,elektive,jalan,pendapatan,rumah,sakit,beranjak,normal,sebatas,himbauan","pemerintah,permudah,akses,rumah,sakit,pacar,pasien,negatif,covid,rumah,sakit,mudah,merawatnya,operasi,elektive,jalan,pendapatan,rumah,sakit,beranjak,normal,sebatas,himbauan",positive
"corona,new,normal,pariwisata,pemerintah,indonesia,menginisiasi,new,normal,pariwisata,direncanakan,pandemi,covid,menteri,pariwisata","corona,new,normal,pariwisata,pemerintah,indonesia,menginisiasi,new,normal,pariwisata,direncanakan,pandemi,covid,menteri,pariwisata",positive
"kondisi,sosial,ekonomi,dunia,domestik,normal,terkait,pandemi,covid,basis,pemerintah,kementerian,energi,sumber,daya,mineral,menyesuaikan,harga,bahan,bakar,minyak,pertamina","kondisi,sosial,ekonomi,dunia,domestik,normal,terkait,pandemi,covid,basis,pemerintah,kementerian,energi,sumber,daya,mineral,menyesuaikan,harga,bahan,bakar,minyak,pertamina",positive
"pemerintah,harap,masyarakat,disiplin,peraturan,covid,aktivitas,cepat,normal","pemerintah,harap,masyarakat,disiplin,peraturan,covid,aktivitas,cepat,normal",positive
"mayoritas,fraksi,aklamasi,menyetujui,peraturan,pemerintah,pengganti,undang,undang,peraturan,pemerintah,pengganti,undang,undang,nomor,keuangan,negara,stabilitas,sistem,keuangan,penanganan,pandemi,covid,live,ketua,banggar,dewan,perwakilan,rakyat,ri,said,abdullah","mayoritas,fraksi,aklamasi,menyetujui,peraturan,pemerintah,pengganti,undang,undang,peraturan,pemerintah,pengganti,undang,undang,nomor,keuangan,negara,stabilitas,sistem,keuangan,penanganan,pandemi,covid,live,ketua,banggar,dewan,perwakilan,rakyat,ri,said,abdullah",positive
"menunggu,pemerintah,gerak,selak,mati,ngeleh,timbang,mati,mergo,covid,orang,kaku,main,kaku,goblok,marai,batal,poso","menunggu,pemerintah,gerak,selak,mati,ngeleh,timbang,mati,mergo,covid,orang,kaku,main,kaku,goblok,marai,batal,poso",positive
"membenci,situasi,membaik,covid,kehilangan,idola,pemerintah,blunder,maunya,normal,mengejar,cita,cita,hamba,bro,hamba,ujian,nya,lekaspulih","membenci,situasi,membaik,covid,kehilangan,idola,pemerintah,blunder,maunya,normal,mengejar,cita,cita,hamba,bro,hamba,ujian,nya,lekaspulih",positive
"live,juru,bicara,pemerintah,covid,achmad,yurianto","live,juru,bicara,pemerintah,covid,achmad,yurianto",positive
"godfather,broken,heart,belajar,kecewa,kelalaian,pemerintah,menangani,covid,bersikerasnya,dewan,perwakilan,rakyat,pemerintah,meloloskan,rancangan,undang,undang,ngawur,patah,semangat,kritik,mengawal,demokrasi,rip,didi,kempot","godfather,broken,heart,belajar,kecewa,kelalaian,pemerintah,menangani,covid,bersikerasnya,dewan,perwakilan,rakyat,pemerintah,meloloskan,rancangan,undang,undang,ngawur,patah,semangat,kritik,mengawal,demokrasi,rip,didi,kempot",negative
"pemerintah,puas,kondisi,mas,tolong,dimengerti,tujuannya,menekan,penularan,covid,mudah,mudahan,kondisinya,cepat,normal","pemerintah,puas,kondisi,mas,tolong,dimengerti,tujuannya,menekan,penularan,covid,mudah,mudahan,kondisinya,cepat,normal",positive
"ojek,online,sembrono,pesan,bupati,karanganyar,juliyatmono,masyarakat,ojek,online,sembrono,main,main,covid,patuhi,anjuran,pemerintah,memutus,rantai,penyebaran,virus,corona","ojek,online,sembrono,pesan,bupati,karanganyar,juliyatmono,masyarakat,ojek,online,sembrono,main,main,covid,patuhi,anjuran,pemerintah,memutus,rantai,penyebaran,virus,corona",positive
"solusinya,covid,cepat,ditemukan,vaksin,nya,aktivitas,normal,pemerintah,gerak,cepat,bangkitan,kondisi,ekonomi,indonesia","solusinya,covid,cepat,ditemukan,vaksin,nya,aktivitas,normal,pemerintah,gerak,cepat,bangkitan,kondisi,ekonomi,indonesia",positive
"punten,indonesia,merdeka,pandemi,covid,penjajahan,hidup,normal,ikuti,arahan,pemerintah,biar,cepat,pandemi","punten,indonesia,merdeka,pandemi,covid,penjajahan,hidup,normal,ikuti,arahan,pemerintah,biar,cepat,pandemi",positive
"sih,grand,design,indonesia,melawan,covid,official,pernyataan,pemerintah,lembaga,berwenang,dok,koko","sih,grand,design,indonesia,melawan,covid,official,pernyataan,pemerintah,lembaga,berwenang,dok,koko",positive
"pemerintah,diy,penambahan,pasien,positif,covid,pemerintah,daerah,berencana,rapid,tes,massal,live,juru,bicara,pemerintah,daerah,diy,penanganan,covid,berty,murtiningsih,dengerinelshintadirumahaja","pemerintah,diy,penambahan,pasien,positif,covid,pemerintah,daerah,berencana,rapid,tes,massal,live,juru,bicara,pemerintah,daerah,diy,penanganan,covid,berty,murtiningsih,dengerinelshintadirumahaja",positive
"mengajak,masyarakat,turun,jalan,menuntut,pemerintah,hidup,beraktivitas,normal,olah,pesan,covid,bilang,beli,percaya,covid,beli,mengeluarkan,virus","mengajak,masyarakat,turun,jalan,menuntut,pemerintah,hidup,beraktivitas,normal,olah,pesan,covid,bilang,beli,percaya,covid,beli,mengeluarkan,virus",positive
"selamat,pagi,mohon,maaf,ketidaknyamannya,sesuai,kebijakan,pemerintah,mengurangi,penyebaran,covid,terima,kasih,lucky","selamat,pagi,mohon,maaf,ketidaknyamannya,sesuai,kebijakan,pemerintah,mengurangi,penyebaran,covid,terima,kasih,lucky",positive
"jakarta,juru,bicara,pemerintah,penanganan,covid,achmad,yurianto,kondisi,normal,juli,diprediksi,ketua,gugus,tugas,percepatan,penanganan,covid,doni,monardo","jakarta,juru,bicara,pemerintah,penanganan,covid,achmad,yurianto,kondisi,normal,juli,diprediksi,ketua,gugus,tugas,percepatan,penanganan,covid,doni,monardo",positive
"top,news,koran,rakyat,merdeka,cuti,idul,fitri,dicabut,pemerintah,godok,opsi,pengganti,libur,lebaran,donimonardo,cutibersama,lebaran,coronavirus,corona,covid,rakyatmerdeka,bacakoranrm,rmcoid","top,news,koran,rakyat,merdeka,cuti,idul,fitri,dicabut,pemerintah,godok,opsi,pengganti,libur,lebaran,donimonardo,cutibersama,lebaran,coronavirus,corona,covid,rakyatmerdeka,bacakoranrm,rmcoid",positive
"pagi,kak,fery,pengiriman,jne,normal,menjanjikan,menyesuaikan,peraturan,pemerintah,daerah,kota,tujuan,terkait,pencegahan,virus,covid,terima,kasih,nanda","pagi,kak,fery,pengiriman,jne,normal,menjanjikan,menyesuaikan,peraturan,pemerintah,daerah,kota,tujuan,terkait,pencegahan,virus,covid,terima,kasih,nanda",positive
"iesr,mengusulkan,pemerintah,green,ekonomi,recy,pasca,covid,program,pemasangan,plts,atap,ribu,rumah,tangga,miskin,penerima,subsidi,listrik","iesr,mengusulkan,pemerintah,green,ekonomi,recy,pasca,covid,program,pemasangan,plts,atap,ribu,rumah,tangga,miskin,penerima,subsidi,listrik",negative
"iesr,mengusulkan,pemerintah,green,ekonomi,recy,pasca,covid,program,pemasangan,plts,atap,ribu,rumah,tangga,miskin,penerima,subsidi,listrik,iesr,djebtke,infogatrik","iesr,mengusulkan,pemerintah,green,ekonomi,recy,pasca,covid,program,pemasangan,plts,atap,ribu,rumah,tangga,miskin,penerima,subsidi,listrik,iesr,djebtke,infogatrik",negative
"intinya,bercanda,covid,elite,silit,global,konspirasi,apalah,percaya,percaya,begitubegok,ndlogog,asue,aware,dukung,pemerintah,rebel","intinya,bercanda,covid,elite,silit,global,konspirasi,apalah,percaya,percaya,begitubegok,ndlogog,asue,aware,dukung,pemerintah,rebel",positive
"teman,teman,fund,raising,pemerintah,payah,indonesians,confront,covid,crisis,confidence,together,something,worth,highlighting,bantuan,terarah,challenging,kokk","teman,teman,fund,raising,pemerintah,payah,indonesians,confront,covid,crisis,confidence,together,something,worth,highlighting,bantuan,terarah,challenging,kokk",positive
"juru,bicara,pemerintah,penanganan,covid,achmad,yurianto,kondisi,normal,juli,diprediksi,ketua,gugus,tugas,percepatan,penanganan,covid,doni,monardo","juru,bicara,pemerintah,penanganan,covid,achmad,yurianto,kondisi,normal,juli,diprediksi,ketua,gugus,tugas,percepatan,penanganan,covid,doni,monardo",positive
"mengajak,turun,jalan,hidup,normal,pemerintah,biar,hidup,normal,masyarakat,peranan,berkerumun,contohnya,hidup,normal,nyiptain,cluster,covid","mengajak,turun,jalan,hidup,normal,pemerintah,biar,hidup,normal,masyarakat,peranan,berkerumun,contohnya,hidup,normal,nyiptain,cluster,covid",positive
"sih,jrx,bilang,covid,bahaya,aturan,pemerintah,sosial,distancing,sih,ikutan,anjuran,stay,home,hidup,normal,penasaran","sih,jrx,bilang,covid,bahaya,aturan,pemerintah,sosial,distancing,sih,ikutan,anjuran,stay,home,hidup,normal,penasaran",positive
"melawan,bantu,melawan,covid,kayak,tpikutin,aturan,pemerintah,ngeringanin,kerja,tim,medis,angka,kematian,candaan,pikirkan,long,term,effectnya,tapiklo,pendapat,lugapapa,las,wkwk","melawan,bantu,melawan,covid,kayak,tpikutin,aturan,pemerintah,ngeringanin,kerja,tim,medis,angka,kematian,candaan,pikirkan,long,term,effectnya,tapiklo,pendapat,lugapapa,las,wkwk",negative
"song,negeri,ngeri,marjinal,pemerintah,sibuk,main,intrik,rancangan,undang,undang,ketenagakerjaan,covid,fokus,penanganan,pandemi,media,sibuk,pencitraan,menjadikan,sih,miskin,sasaran,objek,kebijaksanaan,semu","song,negeri,ngeri,marjinal,pemerintah,sibuk,main,intrik,rancangan,undang,undang,ketenagakerjaan,covid,fokus,penanganan,pandemi,media,sibuk,pencitraan,menjadikan,sih,miskin,sasaran,objek,kebijaksanaan,semu",positive
"covid,new,york,puluhan,jenazah,bau,menyengat,ditemukan,truk,bersyukur,kebijakan,arahan,pemerintah,mengakibat,berat,amerika,imunkuatcovidminggat,indonesiamelawancovid","covid,new,york,puluhan,jenazah,bau,menyengat,ditemukan,truk,bersyukur,kebijakan,arahan,pemerintah,mengakibat,berat,amerika,imunkuatcovidminggat,indonesiamelawancovid",positive
"senkom,jepara,jawa,full,kegiatan,percaya,pemerintah,desa,pelopor,koordinator,satuan,tugas,covid,bendanpete,nalumsari,jepara,penyemprotan,lakukan,malam,puasa","senkom,jepara,jawa,full,kegiatan,percaya,pemerintah,desa,pelopor,koordinator,satuan,tugas,covid,bendanpete,nalumsari,jepara,penyemprotan,lakukan,malam,puasa",positive
"malam,kak,purwanto,terkait,antisipasi,penyebaran,virus,covid,himbauan,pemerintah,papua,terkait,status,lock,pesawat,komersil,wilayah,jayapura,cabang,dibawahnya,pengiriman,wilayah,papua,mengalami","malam,kak,purwanto,terkait,antisipasi,penyebaran,virus,covid,himbauan,pemerintah,papua,terkait,status,lock,pesawat,komersil,wilayah,jayapura,cabang,dibawahnya,pengiriman,wilayah,papua,mengalami",negative
"kena,covid,habis,testimoni,tuntut,pemerintah,mengembalikan,hidup,normal,oke,bosqu","kena,covid,habis,testimoni,tuntut,pemerintah,mengembalikan,hidup,normal,oke,bosqu",positive
